Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review_en
Electronics,Mouse Gaming AULA S20 � 2400DPI RGB Driver Macro Software,Jakarta Pusat,140000,4.9,1951,1209,1,"Lampu tidak berfungsi sebagaimana mestinya. Tidak bisa berganti warna maupun dimatikan padahal sudah mengeklik tombol DPI dan memakai software juga. Warna merah menyakitkan di mata saya dan malah mirip mouse 10an ribu. Sudah mengirim pesan ke seller tapi tidak ada respon selama lebih dari 12 jam. Terpaksa saya kasih bintang 1. Saya baru kali ini membeli produk dari aula dan merasa kecewa, padahal saya sendiri termasuk pengguna gear dari aula",Negative,Sadness,"The lamp is not functioning as it should.Can not change colors or turn off even though they have clicking the DPI button and using software too.The painful red color in my eyes and instead resembles a 10 thousand mouse.Already sent a message to the seller but there was no response for more than 12 hours.I was forced to give a 1 star. I only bought a product from the hall this time and was disappointed, even though I myself was a gear user from the hall"
Electronics,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,Jakarta Barat,188000,4.9,3231,1518,1,"Packing seadanya, bubble hanya selapis saja ditambah lapisan plastik, hasilnya barang diterima dalam keadaan patah.",Negative,Sadness,"Packing makeshift, bubble is only a layer plus a plastic layer, the result is that the item is received in a broken state."
Electronics,Xiaomi Mi TV Stick Full HD Android TV Stik - Garansi Toko,Jakarta Barat,504000,4.9,7916,4384,1,Barang yg dibeli sama sekali tdk berfungsi. Utk komplain hrs ada video unboxing (pdhal bukan kerusakan fisik). Beli dari official store ternyata sama sekali tdk menjamin kualitas barang.,Negative,Fear,Barang yg dibeli sama sekali tdk berfungsi. Utk komplain hrs ada video unboxing (pdhal bukan kerusakan fisik). Beli dari official store ternyata sama sekali tdk menjamin kualitas barang.
Electronics,SAMSUNG 32 T4500 Smart LED TV 32 Inch HD 32T4500 - UA32T4500AKXXD - TANPA BUBBLE,Jakarta Barat,3099000,4.9,1060,571,1,"Dlm ordernya sdh sy tambah 'bubble wrap' (+ rp 10.000), tp dikirimnya tanpa bubble. Lagian ordernya pagi2 n minta spy dikirimnya lbh cepat (instant), ternyata tibanya jam 16an",Negative,Sadness,"In the order that I have added 'bubble wrap' (+ Rp. 10,000), but it is sent without bubble.Besides, the order is in the morning and ask for a spy to send it more quickly (instant), it turns out it arrived at 16s"
Electronics,COPPER HEAVY BASS CP2001 Series Earphone (Comfortable Wearing),Surabaya,130000,4.9,5673,1717,1,Baru seminggu pemakaian sudah tidak bisa nyala sebelah,Negative,Sadness,Only a week of use can not be on next door
Electronics,DENPOO KOMPOR LISTRIK INDUKSI PUSH BUTTON LOWWATT DIC 200-1000,Jakarta Utara,429000,4.8,822,365,1,"Barangnya saya terima dalam keadaan pecah di bagian sudut, padahal posisi itu dilapis gabus pelindungnya loh.. Jadi saya berasumsi kalau barangnya memang sudah pecah dari sebelum dikirim, bukan saat ekspedisi. Sayang lupa videokan saat unboxing.",Negative,Sadness,"I received the goods in a broken state in the corner, even though the position was coated with a cork protector, so I assumed that the goods had broken from before being sent, not during the expedition.Honey, forgetting the video when unboxing."
Electronics,External DVD Drive Slim Portable Burner Rewriter CD ROM Drive PC - Putih,Jakarta Pusat,116000,4.8,1499,854,1,"Sama sekali ga bisa dipakai, pas dicolokin ke laptop bisa nyala, abis masukin cd, cd tidak terbaca, pas mau dikeluarin cd-nya ga bisa, skrg cd saya masih didalem external cd ini, hadeehh jadi nambah urusan",Negative,Sadness,"It can't be used at all, when it is plugged into the laptop, it can turn on, after entering the CD, the CD is unreadable, when I want to be issued the CD can't, now my CD is still in this external CD, hadeehh so it adds business"
Electronics,Galvee Smart Zigbee Door / Window Sensor Smart Home Wireless,Jakarta Pusat,315000,4.7,47,11,5,Ini produk ga diragukan sensornya. Hampir ga ada delay dieksekusinya. Mantap.,Positive,Happy,This product is not in doubt the sensor.There is almost no delay executed.Excellent.
Electronics,PIEZO BUZZER INDUSTRIAL ALARM 3v-24v 95db CONTINUOUS - HITAM,Jakarta Barat,8500,4.9,1298,238,5,Suaranya mantap ??. Packaging aman ??. Barang Mudah Digunakan.,Positive,Happy,The sound is great ??.Packaging is safe ??Easy to use items.
Electronics,PIEZO BUZZER INDUSTRIAL ALARM 3v-24v 95db CONTINUOUS - HITAM,Jakarta Barat,8500,4.9,1298,238,5,"barang sesuai deskripsi & berfungsi dgn baik,,,makasih jga untuk responnya yg sangat baik",Positive,Happy,goods according to the description and functioning properly ... thanks also for the very good response
Electronics,PIEZO BUZZER INDUSTRIAL ALARM 3v-24v 95db CONTINUOUS - HITAM,Jakarta Barat,8500,4.9,1298,238,5,produknya dipaketkan dengan rapi dan tidak ada cacat. Recommended,Positive,Love,The product is packaged neatly and there are no defects.Recommended
Electronics,Ezviz C6N 2MP 1080p Smart Wifi Pan Tilt CCTV camera original garansi - C6N only,Kota Bandung,379000,5.0,1700,643,5,Pasangnya gampang. Bahannya kokoh . Barangnya original ??. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Respon penjualnya top. Penjualnya ramah banget.,Positive,Happy,Pasangnya gampang. Bahannya kokoh . Barangnya original ??. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Respon penjualnya top. Penjualnya ramah banget.
Electronics,Ezviz C6N 2MP 1080p Smart Wifi Pan Tilt CCTV camera original garansi - C6N only,Kota Bandung,379000,5.0,1700,643,5,"Beli 2 Ezviz C6N dan sudah terpasang dua-duanya. Mudah untuk dipasang sendiri dan di setting sendiri, barang original. Gambar cukup jelas, Pan and Tilt sangat membantu untuk menemukan sudut pandang yang optimal untuk memantau. Terima kasih seller.",Positive,Happy,"Buy 2 Ezviz C6N and have been installed both.Easy to install it yourself and setting yourself, original goods.The picture is quite clear, Pan and Tilt are very helpful to find optimal perspectives to monitor.Thank you Seller."
Electronics,Ezviz C6N 2MP 1080p Smart Wifi Pan Tilt CCTV camera original garansi - C6N only,Kota Bandung,379000,5.0,1700,643,5,"sangt bermanfaat, kamera bisa digerakan putar kiri/kanan 360, naik turun, ada mengirim suara audio. gambar kamera juga bagus.",Positive,Happy,"Very useful, the camera can be moved left/right 360, up and down, there is sending audio sound.The camera image is also good."
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,Jakarta Barat,1640000,4.9,2301,1060,5,"saya puas dengan pelayanan dari tokoh ini. awalnya saya chat pertanyakan ketersediaan barang ini ready, tapi begitu saat pengiriman barang tidak tersedia. saya diberikan solusi barang dengan model dan tipe yang berbeda. Namun tokoh langsung menyediakan barang sesuai permintaan saya.Walaupun tidak sesuai dengan estimasi waktu yang saya pesan sameday. Akhirnya barang pesanan saya di kirim juga sesuai dengan harapan saya.Terima kasih seller Doa kita bersama semoga makin sukses dan barang awet saya pakai.terima kasih seller ... GOD JOBSBisa muat banyak. Barangnya original ??. Mutu terjamin SNI. Ada garansi resmi. Gampang dipakai. Desainnya elegan ?. Hemat listrik ?.",Positive,Love,"I am satisfied with the service of this character.Initially I chat questioned the availability of this item ready, but once when shipping goods are not available.I was given a solution of goods with different models and types.But the character immediately provided goods according to my request. Even though it was not in accordance with the estimated time I ordered SameDay.Finally, my ordered items are also sent in accordance with my expectations. Thank you for our prayer seller together, hopefully it will be more successful and the durable items I use. Thank you seller ... God JobsBisa can fit a lot.The item is original ??SNI guaranteed quality.There is an official warranty.Easy to use.Is the design elegant?Saving electricity ?."
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,Jakarta Barat,1640000,4.9,2301,1060,5,"Pengalaman pertama beli kulkas secara online, alhamdulillah pengiriman dan pengemasan baik, produk diterima dng baik tanpa kerusakan, dan kualitas produk bagus. Harga lebih miring dibanding beli langsung ke toko.",Positive,Happy,"The first experience of buying a refrigerator online, Alhamdulillah, good delivery and packaging, products are received well without damage, and good product quality.The price is more low than buying directly to the store."
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,Jakarta Barat,1640000,4.9,2301,1060,5,"Kulkas saat ini kondisi bagus semoga awet tidak ada kendala2, yang saya suka banget toko ini aja sendiri H-1 lebaran yang sanggup kirim di hari yang sama..pesen jam 1 jam 4 nyampe ...mantaaaap thx seller",Positive,Happy,"The refrigerator is currently good condition, hopefully there are no obstacles, which I really like this shop alone H-1 Eid that can send on the same day ..."
Electronics,BESI KAKI KULKAS-RODA KULKAS-TATAKAN KULKAS DAN MESIN CUCI,Jakarta Timur,72500,4.8,2129,997,5,"Pengiriman cepat dan aman. Barang sesuai deskripsi. Bagian ujungnya terbuat dari plastik, tapi cukup kokoh. Perakitan mudah, cuma modal obeng. Tips: Jangan dikencengin dulu semua bautnya, kecuali kalau sudah fixed dgn ukuran kaki mesin cuci. Recommended. ????",Positive,Love,"Fast and safe delivery.Goods according to the description.The edges are made of plastic, but quite sturdy.Easy assembly, only a screwdriver capital.Tip: Don't be able to get all the bolts first, unless it's fixed with the size of the washing machine's foot.Recommended.????"
Electronics,BESI KAKI KULKAS-RODA KULKAS-TATAKAN KULKAS DAN MESIN CUCI,Jakarta Timur,72500,4.8,2129,997,5,Dua hari udah sampe. Gampang banget di rakit. Besinya lumayan kokoh dan sellernya sangat ramah. Terima kasih,Positive,Happy,Two days have arrived.Very easy to raft.The iron is pretty sturdy and the seller is very friendly.Thank You
Electronics,BESI KAKI KULKAS-RODA KULKAS-TATAKAN KULKAS DAN MESIN CUCI,Jakarta Timur,72500,4.8,2129,997,5,"Barang sesuai, untuk ukuran mesin cuci 1 tabung pas banget. Terima kasih Tokopedia & buat seller semoga sukses terus tokonya.",Positive,Happy,"The item is appropriate, for the size of the washing machine 1 tube is very fitting.Thank you tokopedia & for the seller, good luck."
Electronics,PRINTER KASIR/PPOB THERMAL 58MM PANDA PRJ-R58D ANDROID (USB+BLUETOOTH),Jakarta Barat,355000,4.9,2351,710,5,"Paket sudah diterima dan di test, lancar tanpa macet, pokoknya recommended buat yang byari printer connect cash drawer, ya panda aja, setting nya jg gampang",Positive,Happy,"The package has been received and tested, smoothly without traffic, just recommended for those by the printer connect cash drawer, yes panda, the settings are also easy"
Electronics,PRINTER KASIR/PPOB THERMAL 58MM PANDA PRJ-R58D ANDROID (USB+BLUETOOTH),Jakarta Barat,355000,4.9,2351,710,5,"Seller ramah, sabar jawab semua pertanyaan, barang sampai tepat waktu, mesin sudah dicoba & dpt bekerja dgn baik. Semoga awet, thanks",Positive,Happy,"Seller is friendly, patiently answer all questions, items until on time, the machine has been tried & can work well.Hopefully durable, thanks"
Electronics,PRINTER KASIR/PPOB THERMAL 58MM PANDA PRJ-R58D ANDROID (USB+BLUETOOTH),Jakarta Barat,355000,4.9,2351,710,5,Alhamdulillah bos barangnya sesuai pesanan nyampe dalam waktu 3 hari luar biasa Terima kasih banyak Semoga lancar jaya dan untuk teman-teman jangan ragu untuk belanja di toko ini terima kasih,Positive,Love,Alhamdulillah bos barangnya sesuai pesanan nyampe dalam waktu 3 hari luar biasa Terima kasih banyak Semoga lancar jaya dan untuk teman-teman jangan ragu untuk belanja di toko ini terima kasih
Electronics,"CASH DRAWER / LACI KASIR / LACI UANG BLUEPRINT CD-BPL02 34x36x10,8 Cm",Jakarta Utara,340000,4.9,1110,515,5,barang nya jos berfungsi dengan baik kualitas oke jadi membantu saya banget cuma awal pakek bingung kok gk bisa buka otomatisnya eh app saya ternyata yg gk suport cash drawernya mantul dah ????????,Positive,Happy,"The item is jos functioning well the quality is okay so it helps me, it's just the beginning to use confused, how come I can't open it automatically eh my app turns out that the one who supports the cash drawer is great ????????"
Electronics,"CASH DRAWER / LACI KASIR / LACI UANG BLUEPRINT CD-BPL02 34x36x10,8 Cm",Jakarta Utara,340000,4.9,1110,515,5,"Barangnya bagus, praktis dan harganya murah. Ga salah pilih produk dari Blueprint. Original merk. Respon penjual cepat dan ramah. Rrcommended",Positive,Love,"The goods are good, practical and the price is cheap.Not wrong, choose a product from Blueprint.Original Brand.Fast and friendly seller response.RRCOMMENDED"
Electronics,"CASH DRAWER / LACI KASIR / LACI UANG BLUEPRINT CD-BPL02 34x36x10,8 Cm",Jakarta Utara,340000,4.9,1110,515,5,"barang sangat bagus. no lecet, no rusak. super sekaliii. terimakasih, sukses selalu, jaga kesehatan ??????",Positive,Happy,"Very good item.no blisters, no damage.very super.Thank you, always success, take care of your health ??????"
Electronics,IWARE ZJ-5809 MINI PORTABLE BLUETOOTH THERMAL PRINTER PPOB/KASIR 58MM,Jakarta Barat,320000,4.9,451,208,5,"ditrima barangnya dg baik dan memuaskan, trimakasi ya toko Pedia smg sukses trus",Positive,Happy,"received good and satisfying goods, thank you, Tokopedia is successful then"
Electronics,IWARE ZJ-5809 MINI PORTABLE BLUETOOTH THERMAL PRINTER PPOB/KASIR 58MM,Jakarta Barat,320000,4.9,451,208,5,"5jam lgsg sampe, packing aman buble warp, kondisi barang sudah dicoba mantab lancar bagus hasilnya, penjual fast respon. Terima kasih seller.",Positive,Happy,"5jam lgsg sampe, packing aman buble warp, kondisi barang sudah dicoba mantab lancar bagus hasilnya, penjual fast respon. Terima kasih seller."
Electronics,IWARE ZJ-5809 MINI PORTABLE BLUETOOTH THERMAL PRINTER PPOB/KASIR 58MM,Jakarta Barat,320000,4.9,451,208,5,"Mantap barang cepet sampenya, seller Positive respon harga pass kualitas oke rekomen banget pokoknya",Positive,Love,"Steady item quickly arrives, seller positive response price pass quality is really good recommended"
Electronics,Paket Mesin Kasir Android Untuk Restoran,Jakarta Barat,2280000,4.9,990,426,5,Respon sangat profesional dan siap membantu dng semua pertanyaan. Pengiriman sangat cepat dan kwalitas barangnya sesuai.,Positive,Happy,Respon sangat profesional dan siap membantu dng semua pertanyaan. Pengiriman sangat cepat dan kwalitas barangnya sesuai.
Electronics,Paket Mesin Kasir Android Untuk Restoran,Jakarta Barat,2280000,4.9,990,426,5,"Mesin sesuai yg dibutuhkan. Cs nya juga ramah, menjawab semua pertanyaan apa yg kita butuhkan.",Positive,Happy,"The engine according to what is needed.CS is also friendly, answering all questions what we need."
Electronics,Paket Mesin Kasir Android Untuk Restoran,Jakarta Barat,2280000,4.9,990,426,5,"Barang sampai dengan selamat, fungsi Insya Allah berjalan dengan baik, tinggal penggunaannya masih belum mahir Barang oke mantap??",Positive,Happy,"The goods arrive safely, the function of God, God willing, goes well, just use it still not proficient, okay items ??"
Electronics,Paket Mesin Kasir Android Untuk Restoran,Jakarta Barat,2280000,4.9,990,426,5,pelayanan sangat memuaskan dan memberikan yang terbaik . penjual sangat responsif untuk menjelaskan kalau di tanyain,Positive,Happy,The service is very satisfying and provides the best.The seller is very responsive to explain that he is asked
Electronics,Kit Mp3 Bluetooth,Kota Surabaya,31500,4.9,10884,1083,5,Mudah digunakan. Suara yang dihasilkan jernih. Produk berfungsi dengan baik.,Positive,Happy,Easy to use.The sound produced is clear.The product works well.
Electronics,Kit Mp3 Bluetooth,Kota Surabaya,31500,4.9,10884,1083,5,barangnya bagus bagus sesuai pesanan harganya terjangkau dan berkualitas terimakasih banyak Tokopedia kurir dan seller,Positive,Happy,"The goods are good, good according to the order, the price is affordable and quality, thank you very much to the courier and seller"
Electronics,Kit Mp3 Bluetooth,Kota Surabaya,31500,4.9,10884,1083,5,jos mantap udah saya tes Nya normal semua tinggal coba hasil suaranya aja moga suaranya juga tanpa kendala,Positive,Happy,"Jos is great, I have a normal test, all just try the results of his voice, hopefully the sound is also without obstacles"
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,Jakarta Barat,30000,4.8,2893,878,5,"Suara yang dihasilkan jernih.kalau ditambahkan kit giga bass tambah glerr,ditambah lg preeamp mic 2 tr bisa buat karaoke",Positive,Happy,"The sound produced is clear. If added to the giga bass kit add glerr, plus the lg prereeamp mic 2 tr can make karaoke"
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,Jakarta Barat,30000,4.8,2893,878,5,"berfungsi dngn baik,, playanan toko ini sangat bagus, saya saran kan belanja ditoko ini,, gak bikin kecewa pelanggan, best of the best lah toko ini,,",Positive,Love,"functioning well ,, this shop service is very good, I suggest shopping in this shop ,, it doesn't make customers disappointed, the best of the best is this store"
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,Jakarta Barat,30000,4.8,2893,878,4,"barang sesuai gambar, cuman perlu adaptor 12v lagi supaya bisa nyala. terima kasih juga buat kurirnya",Positive,Happy,"Items according to the picture, just need another 12V adapter so you can turn on.thank you also for the courier"
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i8,Jakarta Utara,56000,4.9,1186,422,5,"Maaf br review skr, barang sesuai & lsg dipakai gk ada masalah....seller nya cepet ngerespon nya, yg pasti remote nya keren & recomended banget..tks",Positive,Love,"Sorry br review now, the item is suitable & lsg is used no problem ... the seller is fast responding, which is definitely the remote is cool & really recommended..tks"
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i9,Jakarta Utara,56000,4.9,1186,422,5,Seller Positive. Mini wireless keyboard berfungsi dengan baik. Terima kasih,Positive,Happy,Seller Positive. Mini wireless keyboard berfungsi dengan baik. Terima kasih
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i10,Jakarta Utara,56000,4.9,1186,422,5,Terima kasih barang yg d terima bagus berfungsi semua packingnya juga oke jd barang aman sampai d rmh tanpa ada kerusakan,Positive,Happy,Terima kasih barang yg d terima bagus berfungsi semua packingnya juga oke jd barang aman sampai d rmh tanpa ada kerusakan
Electronics,Ruizu X02 HiFi DAP MP3 Player 8GB,Jakarta Barat,294995,4.7,1137,546,5,keren banget barangnya. batrenya sumpah awet banget. volumenya juga gede dan ringan. cocok banget dibawa untuk lari atau work out. makasi min,Positive,Happy,Really cool item.Bataya swear really durable.The volume is also big and light.Very suitable to be carried for running or work out.Thanks Min
Electronics,Ruizu X02 HiFi DAP MP3 Player 8GB,Jakarta Barat,294995,4.7,1137,546,5,barang sdh di terima dgn selamat dan barang nya muantaaap sekali.maju dan terus berkembang buat toko nya.,Positive,Happy,The goods have been received safely and the items are very stable.
Electronics,Ruizu X02 HiFi DAP MP3 Player 8GB,Jakarta Barat,294995,4.7,1137,546,5,"Makasi gan barang dah sampai aman dan langsung dipakai, barangnya bagus, slalu memuaskan terus belanja disini",Positive,Happy,"Thanks, bro, the goods have arrived safe and immediately used, the goods are good, always satisfying, keep shopping here"
Electronics,Amazon Firestick Gen Terbaru 2020 (HD & 4K Fire TV Stick) Ori dari USA - Paket IPTV,Kab Bekasi,450000,5.0,374,212,5,"Produk berfungsi dengan baik. Seller sangat komunikatif dan informatif. Dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu! Pengiriman sangat cepat padahal menggunakan yang bebas ongkir (dari Jakarta ke Surabaya). Alatnya kecil dan praktis, tapi sangat fungsional. Nggak hanya untuk nonton film, tapi juga live channel dalam dan luar negeri (waktu pertama tanya2, hanya nyari buat Netflix, NBA TV dan amazon prime. dapatnya lebih!). Tapi jangan lupa ya, kerja alat ini benar2 tergantung koneksi internet kita. Dia makin oke semuanya kalau internet kita top juga.",Positive,Happy,"The product works well.Sellers are very communicative and informative.From the package selection process that suits your needs up to the way it is guided!Shipping is very fast even though using the free postage (from Jakarta to Surabaya).The tools are small and practical, but very functional.Not only to watch movies, but also live channels at home and abroad (the first time asked, only looking for Netflix, NBA TV and Amazon Prime.But don't forget, work this tool really depends on our internet connection.He is more okay if our internet is top too."
Electronics,Amazon Firestick Gen Terbaru 2020 (HD & 4K Fire TV Stick) Ori dari USA - Paket IPTV,Kab Bekasi,450000,5.0,374,212,5,"Barangnya original ??. Produk berfungsi dengan baik. Suara yang dihasilkan jernih. Mudah digunakan. asli ga nyesel transaksi disini,agan seller mau jelasin sejelas2nya masalah produk dan variasi2nya,sampe cara penggunaan alatnya sehingga berfungsi semuanya...",Positive,Happy,"Barangnya original ??. Produk berfungsi dengan baik. Suara yang dihasilkan jernih. Mudah digunakan. asli ga nyesel transaksi disini,agan seller mau jelasin sejelas2nya masalah produk dan variasi2nya,sampe cara penggunaan alatnya sehingga berfungsi semuanya..."
Electronics,Amazon Firestick Gen Terbaru 2020 (HD & 4K Fire TV Stick) Ori dari USA - Paket IPTV,Kab Bekasi,450000,5.0,374,212,5,"Suara yang dihasilkan jernih. Garansi Resmi. Mudah digunakan. Seller sangat komunikatif dan detail dalam menjelaskan fitur yang bisa digunakan untuk streaming TV maupun film, sangat recommended untuk hobby nya nonton Produk berfungsi dengan baik. Barangnya original ??.",Positive,Love,"The sound produced is clear.Official warranty.Easy to use.Sellers are very communicative and detailed in explaining features that can be used for streaming TV and movies, very recommended for their hobbies watching products functioning properly.The item is original ??"
Electronics,Amazon Firestick Gen Terbaru 2020 (HD & 4K Fire TV Stick) Ori dari USA - Paket IPTV,Kab Bekasi,450000,5.0,374,212,5,"Recommend banget beli disini, Respon cepet banget ga ada itungan menit, dikasih best price harga ok, mau tanya apapun di respon, sampe di kasih no WA, dan sabar banget tungguin semua sampe Ok, di call sampe 24 menit, jarang2 ketemu yg begini, thanks banget ya... PUAS BANGET DAN RECOMMEND BANGET",Positive,Love,"Recommend banget beli disini, Respon cepet banget ga ada itungan menit, dikasih best price harga ok, mau tanya apapun di respon, sampe di kasih no WA, dan sabar banget tungguin semua sampe Ok, di call sampe 24 menit, jarang2 ketemu yg begini, thanks banget ya... PUAS BANGET DAN RECOMMEND BANGET"
Electronics,Xiaomi MiBox Mi Box S Mi Box 4 Internasional Android TV MDZ-22-AB - TanpaKeyboard,Kota Malang,945000,4.9,533,226,5,Solusi untuk yang pingin punya smart tv tanpa harus beli smart tv. Barang berfungsi seperti seharusnya.,Positive,Happy,Solution for those who want to have a smart TV without having to buy a smart TV.Goods function as they should.
Electronics,Xiaomi MiBox Mi Box S Mi Box 4 Internasional Android TV MDZ-22-AB - TanpaKeyboard,Kota Malang,945000,4.9,533,226,5,"mantab deh sesuai ekspektasi, lancar jaya ga ngelag meski ram cuma 2gb mungkin krn sudah di optimize dari mi nya, ui juga lebih simple dr tv box lain, overall puas",Positive,Happy,"mantab deh sesuai ekspektasi, lancar jaya ga ngelag meski ram cuma 2gb mungkin krn sudah di optimize dari mi nya, ui juga lebih simple dr tv box lain, overall puas"
Electronics,Xiaomi MiBox Mi Box S Mi Box 4 Internasional Android TV MDZ-22-AB - TanpaKeyboard,Kota Malang,945000,4.9,533,226,5,"Highly recomend ????Mantap seller ini pengiriman super kilat cuma 1x24jam sampai,ada yg kurang kirim saya wa cepat dibalas dan langsung dikirim kekurangannya,ramah,respon sangat baik.",Positive,Happy,"Highly Recommended ???? Steady Seller This is a super lightning shipping only 1x24 hours until, there are those who are lacking, I will be replied quickly and sent the shortcomings, friendly, very good response."
Electronics,speaker al quran 16 gb Radio digital am fm sw radio rodja,Jakarta Timur,195000,4.9,482,227,5,"barang sampai dengan baik, produk cukup bagus, suara tidak melengking, radio cukup jernih, semoga bermanfaat.",Positive,Happy,"Goods until well, the product is pretty good, the sound is not shrill, the radio is quite clear, hopefully useful."
Electronics,speaker al quran 16 gb Radio digital am fm sw radio rodja,Jakarta Timur,195000,4.9,482,227,5,"Alhamdulillah paket sampai dgn cepat, suaranya jernih juga, ibu saya seneng bisa denger radio rodja lagi. Seller ramah dan responsif. Semoga awet produknya. Semoga berkah untuk seller",Positive,Happy,"Alhamdulillah, the package until quickly, her voice is clear too, my mother can hear Radio Rodja again.Friendly and responsive seller.Hopefully the product is durable.Hopefully the blessing for the seller"
Electronics,speaker al quran 16 gb Radio digital am fm sw radio rodja,Jakarta Timur,195000,4.9,482,227,5,"Ditinjau dr kesesuaian dg deskripsi, fungsional produk dan rekomendasi produk adalah tepat, sesuai dan baik.",Positive,Love,"Ditinjau dr kesesuaian dg deskripsi, fungsional produk dan rekomendasi produk adalah tepat, sesuai dan baik."
Electronics,speaker al quran 16 gb Radio digital am fm sw radio rodja,Jakarta Timur,195000,4.9,482,227,5,Sesuai dengan deskripsi penjua. Sudah dites fungsi dan beberapa fiturnya dan berjalan dg baik. Kualitas Suara tidak mengecewakan. Harga yg cukup menarik itupun masih diberi bonus kecil. Recomend jd Best seller in toped!,Positive,Love,In accordance with the description of the penggua.Has been tested for functions and some of its features and running well.The sound quality does not disappoint.The price is quite interesting and even then still given a small bonus.Recommend JD Best Seller in Toped!
Electronics,Original RUIZU X50 8Gb BLUETOOTH Sport MP3 Player DAP TF FM Pedo V X02,Jakarta Barat,399000,4.8,618,263,5,"Akhirnya kesampaian juga punya mp3 player. Terima kasih sudah menyediakan produk ini, sangat mudah di gunakan",Positive,Happy,"Finally, I also have a MP3 player.Thank you for providing this product, very easy to use"
Kids and Baby Fashion,"Masker ANAK ANAK 3 ply isi 50pcs kids 3-14thn face mask earloop - Putih Polos, Chasa Kid",Jakarta Utara,9000,4.9,15200,1727,5,"Seperti biasa pesanan cepat, seller juga fast respon",Positive,Happy,"As usual fast orders, sellers are also fast response"
Kids and Baby Fashion,"Masker ANAK ANAK 3 ply isi 50pcs kids 3-14thn face mask earloop - Putih Polos, Chasa Kid",Jakarta Utara,9000,4.9,15200,1727,4,Harga murah kualitas baik,Positive,Happy,Harga murah kualitas baik
Kids and Baby Fashion,"Masker ANAK ANAK 3 ply isi 50pcs kids 3-14thn face mask earloop - Putih Polos, Chasa Kid",Jakarta Utara,9000,4.9,15200,1727,5,"terimakasih, recommended seller",Positive,Love,"Thank you, recommended seller"
Kids and Baby Fashion,"Masker ANAK ANAK 3 ply isi 50pcs kids 3-14thn face mask earloop - Putih Polos, Chasa Kid",Jakarta Utara,9000,4.9,15200,1727,4,"pengiriman cepat, barang sesuai",Positive,Happy,"fast delivery, items are appropriate"
Kids and Baby Fashion,SK-C19 Ikat Rambut Karet Pita Anak 18 in 1 Jepit Rambut Anak Aksesoris - Pink Tua,Kab. Tangerang,21499,4.9,1373,351,5,"kecepatan pengiriman baik,packing rapi,pesanan sesuai,tx seller",Positive,Happy,"good shipping speed, neat packing, suitable order, tx seller"
Kids and Baby Fashion,SK-C19 Ikat Rambut Karet Pita Anak 18 in 1 Jepit Rambut Anak Aksesoris - Pink Tua,Kab. Tangerang,21499,4.9,1373,351,4,jepitan nya bagus2 canti anakku suka,Positive,Love,"the clips are good, I like my child"
Kids and Baby Fashion,Topi bayi rajut newborn / Kupluk bayi rajut / Topi kupluk bayi pom pom - Hitam,Jakarta Barat,27500,4.9,1467,775,5,bagus bgt topi nya nnti mau bli lgi ahh,Positive,Love,bagus bgt topi nya nnti mau bli lgi ahh
Kids and Baby Fashion,Topi bayi rajut newborn / Kupluk bayi rajut / Topi kupluk bayi pom pom - Hitam,Jakarta Barat,27500,4.9,1467,775,4,Topinya bagus bahan nya,Positive,Happy,Topinya bagus bahan nya
Kids and Baby Fashion,"Jumper panjang bayi 0-2 tahun Baju bayi unisex import jumper lucu anak - MARUKO PINK, 59",Jakarta Barat,39900,4.9,2007,801,5,"bahan bagus, kualitas bagus sesuai harga",Positive,Happy,"bahan bagus, kualitas bagus sesuai harga"
Kids and Baby Fashion,"Jumper panjang bayi 0-2 tahun Baju bayi unisex import jumper lucu anak - MARUKO PINK, 60",Jakarta Barat,39900,4.9,2007,801,4,harga sesuai barang yah....,Positive,Happy,the price according to the item ....
Kids and Baby Fashion,Jam Tangan Anak Pilot Perempuan Atau Laki Laki Anti Air - Putih,Jakarta Pusat,29000,4.8,610,259,5,Jamnya berfungsi normal. Ukuran sesuai. Keren banget modelnya.,Positive,Love,The hours function normally.Appropriate size.The model is really cool.
Kids and Baby Fashion,Jam Tangan Anak Pilot Perempuan Atau Laki Laki Anti Air - Putih,Jakarta Pusat,29000,4.8,610,259,4,Jamnya berfungsi normal. Bahannya bagus. Ukuran sesuai. Nyaman dipakai lama.,Positive,Happy,The hours function normally.The ingredients are good.Appropriate size.Comfortable for a long time.
